SetID,SetDate,SetYear,SetMonth,SetSeason,VesselName,ProjectName,SpeciesCode,CommonName,Latitude,Longitude,PunchCardArea,RodHours,FishCount,AverageLength,MaleCount,FemaleCount,MortalityCount,RecoveryCount
2293,4/10/2014,2014,4,Spring,Top Notch,,,,48.19147,-124.7269515,PCA 4,.166666,0,,0,0,0,0
2294,4/10/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.17932,-124.7540664,PCA 4,1.533333,21,35.571428,0,0,0,0
2294,4/10/2014,2014,4,Spring,Top Notch,,CHNA,CHINA ROCKFISH,48.17932,-124.7540664,PCA 4,1.533333,1,34.000000,0,0,0,0
2294,4/10/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.17932,-124.7540664,PCA 4,1.533333,2,36.000000,0,0,0,0
2294,4/10/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.17932,-124.7540664,PCA 4,1.533333,1,63.000000,0,0,0,0
2295,4/10/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.17973,-124.7583999,PCA 4,.866666,3,33.333333,0,0,0,0
2295,4/10/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.17973,-124.7583999,PCA 4,.866666,5,33.800000,0,0,0,0
2296,4/10/2014,2014,4,Spring,Top Notch,,,,48.18007,-124.763298,PCA 4,.416666,0,,0,0,0,0
2297,4/10/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.17353,-124.7677307,PCA 4,1.250000,1,36.000000,0,0,0,0
2297,4/10/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.17353,-124.7677307,PCA 4,1.250000,4,36.250000,0,0,0,0
2297,4/10/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.17353,-124.7677307,PCA 4,1.250000,2,62.500000,0,0,0,0
2298,4/10/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.16879,-124.7628326,PCA 4,.583333,2,29.000000,0,0,0,0
2298,4/10/2014,2014,4,Spring,Top Notch,,CBZN,CABEZON,48.16879,-124.7628326,PCA 4,.583333,1,33.000000,0,0,0,0
2299,4/10/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.16768,-124.7577972,PCA 4,1.250000,8,33.375000,0,0,0,0
2299,4/10/2014,2014,4,Spring,Top Notch,,BLUR,BLUE ROCKFISH,48.16768,-124.7577972,PCA 4,1.250000,1,32.000000,0,0,0,0
2299,4/10/2014,2014,4,Spring,Top Notch,,CBZN,CABEZON,48.16768,-124.7577972,PCA 4,1.250000,1,56.000000,0,0,0,0
2299,4/10/2014,2014,4,Spring,Top Notch,,CHNA,CHINA ROCKFISH,48.16768,-124.7577972,PCA 4,1.250000,1,34.000000,0,0,0,0
2299,4/10/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.16768,-124.7577972,PCA 4,1.250000,2,35.000000,0,0,0,0
2299,4/10/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.16768,-124.7577972,PCA 4,1.250000,1,67.000000,0,0,0,0
2300,4/10/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.16727,-124.7592468,PCA 4,1.000000,2,37.500000,0,0,0,0
2301,4/10/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.1725,-124.7709197,PCA 4,.833333,2,33.000000,0,0,0,0
2301,4/10/2014,2014,4,Spring,Top Notch,,CHNA,CHINA ROCKFISH,48.1725,-124.7709197,PCA 4,.833333,1,31.000000,0,0,0,0
2301,4/10/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.1725,-124.7709197,PCA 4,.833333,2,34.500000,0,0,0,0
2301,4/10/2014,2014,4,Spring,Top Notch,,RSCL,RED IRISH LORD,48.1725,-124.7709197,PCA 4,.833333,1,36.000000,0,0,0,0
2302,4/10/2014,2014,4,Spring,Top Notch,,,,48.17278,-124.7740631,PCA 4,.250000,0,,0,0,0,0
2303,4/10/2014,2014,4,Spring,Top Notch,,,,48.17918,-124.7686004,PCA 4,.250000,0,,0,0,0,0
2304,4/10/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.18035,-124.7572326,PCA 4,1.416666,2,33.500000,0,0,0,0
2304,4/10/2014,2014,4,Spring,Top Notch,,CBZN,CABEZON,48.18035,-124.7572326,PCA 4,1.416666,1,49.000000,0,0,0,0
2304,4/10/2014,2014,4,Spring,Top Notch,,CHNA,CHINA ROCKFISH,48.18035,-124.7572326,PCA 4,1.416666,1,33.000000,0,0,0,0
2304,4/10/2014,2014,4,Spring,Top Notch,,COPP,COPPER ROCKFISH,48.18035,-124.7572326,PCA 4,1.416666,1,32.000000,0,0,0,0
2304,4/10/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.18035,-124.7572326,PCA 4,1.416666,1,34.000000,0,0,0,0
2305,4/10/2014,2014,4,Spring,Top Notch,,,,48.17893,-124.7499008,PCA 4,.166666,0,,0,0,0,0
2306,4/10/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.18744,-124.737152,PCA 4,3.666666,7,37.571428,0,0,1,0
2306,4/10/2014,2014,4,Spring,Top Notch,,CBZN,CABEZON,48.18744,-124.737152,PCA 4,3.666666,3,49.333333,0,0,0,0
2306,4/10/2014,2014,4,Spring,Top Notch,,CHNA,CHINA ROCKFISH,48.18744,-124.737152,PCA 4,3.666666,6,31.666666,0,0,0,0
2306,4/10/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.18744,-124.737152,PCA 4,3.666666,3,35.666666,0,0,0,0
2306,4/10/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.18744,-124.737152,PCA 4,3.666666,3,55.333333,0,0,0,0
2306,4/10/2014,2014,4,Spring,Top Notch,,RSCL,RED IRISH LORD,48.18744,-124.737152,PCA 4,3.666666,1,27.000000,0,0,0,0
2307,4/10/2014,2014,4,Spring,Top Notch,,,,48.20258,-124.7137145,PCA 4,.583333,0,,0,0,0,0
2308,4/10/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.22475,-124.7070846,PCA 4,1.000000,4,39.250000,0,0,1,0
2309,4/10/2014,2014,4,Spring,Top Notch,,,,48.25393,-124.7082672,PCA 4,.333333,0,,0,0,0,0
2310,4/10/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.27885,-124.6963348,PCA 4,1.333333,2,34.000000,0,0,0,0
2310,4/10/2014,2014,4,Spring,Top Notch,,CBZN,CABEZON,48.27885,-124.6963348,PCA 4,1.333333,1,60.000000,0,0,0,0
2310,4/10/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.27885,-124.6963348,PCA 4,1.333333,1,38.000000,0,0,0,0
2311,4/10/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.29767,-124.6974639,PCA 4,2.250000,3,38.333333,0,0,0,0
2311,4/10/2014,2014,4,Spring,Top Notch,,CBZN,CABEZON,48.29767,-124.6974639,PCA 4,2.250000,1,42.000000,0,0,0,0
2311,4/10/2014,2014,4,Spring,Top Notch,,CHNA,CHINA ROCKFISH,48.29767,-124.6974639,PCA 4,2.250000,4,33.750000,0,0,0,0
2311,4/10/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.29767,-124.6974639,PCA 4,2.250000,5,61.800000,0,0,0,0
2312,4/11/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.31533,-124.708786,PCA 4,1.133333,6,37.500000,0,0,0,0
2312,4/11/2014,2014,4,Spring,Top Notch,,COPP,COPPER ROCKFISH,48.31533,-124.708786,PCA 4,1.133333,1,34.000000,0,0,0,0
2312,4/11/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.31533,-124.708786,PCA 4,1.133333,1,34.000000,0,0,0,0
2312,4/11/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.31533,-124.708786,PCA 4,1.133333,3,50.666666,0,0,0,0
2312,4/11/2014,2014,4,Spring,Top Notch,,VRML,VERMILION ROCKFISH,48.31533,-124.708786,PCA 4,1.133333,3,35.333333,0,0,0,0
2313,4/11/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.29585,-124.7003021,PCA 4,.466666,2,52.500000,0,0,0,0
2314,4/11/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.29767,-124.7017974,PCA 4,.733333,3,40.000000,0,0,0,0
2314,4/11/2014,2014,4,Spring,Top Notch,,CHNA,CHINA ROCKFISH,48.29767,-124.7017974,PCA 4,.733333,1,37.000000,0,0,0,0
2314,4/11/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.29767,-124.7017974,PCA 4,.733333,1,34.000000,0,0,0,0
2314,4/11/2014,2014,4,Spring,Top Notch,,RSCL,RED IRISH LORD,48.29767,-124.7017974,PCA 4,.733333,1,40.000000,0,0,0,0
2315,4/11/2014,2014,4,Spring,Top Notch,,,,48.2519,-124.7228851,PCA 4,.266666,0,,0,0,0,0
2316,4/11/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.19685,-124.7405319,PCA 4,.400000,1,42.000000,0,0,0,0
2317,4/11/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.1837,-124.7566528,PCA 4,1.066666,7,39.285714,0,0,0,0
2318,4/11/2014,2014,4,Spring,Top Notch,,,,48.18377,-124.766365,PCA 4,.333333,0,,0,0,0,0
2319,4/11/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.18462,-124.7761535,PCA 4,1.083333,2,36.500000,0,0,0,0
2319,4/11/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.18462,-124.7761535,PCA 4,1.083333,4,34.750000,0,0,0,0
2319,4/11/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.18462,-124.7761535,PCA 4,1.083333,1,59.000000,0,0,0,0
2320,4/11/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.17437,-124.7769699,PCA 4,1.083333,1,44.000000,0,0,0,0
2320,4/11/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.17437,-124.7769699,PCA 4,1.083333,1,62.000000,0,0,0,0
2321,4/11/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.16762,-124.7773132,PCA 4,.733333,2,38.500000,0,0,0,0
2322,4/11/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.18267,-124.7572174,PCA 4,1.166666,1,40.000000,0,0,0,0
2322,4/11/2014,2014,4,Spring,Top Notch,,CHNA,CHINA ROCKFISH,48.18267,-124.7572174,PCA 4,1.166666,1,37.000000,0,0,0,0
2323,4/11/2014,2014,4,Spring,Top Notch,,,,48.18117,-124.752983,PCA 4,.250000,0,,0,0,0,0
2324,4/11/2014,2014,4,Spring,Top Notch,,,,48.2218,-124.7295532,PCA 4,.250000,0,,0,0,0,0
2325,4/11/2014,2014,4,Spring,Top Notch,,CBZN,CABEZON,48.22277,-124.7274856,PCA 4,1.133333,2,47.000000,0,0,0,0
2325,4/11/2014,2014,4,Spring,Top Notch,,CNRY,CANARY ROCKFISH,48.22277,-124.7274856,PCA 4,1.133333,1,36.000000,0,0,0,0
2326,4/11/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.2235,-124.7281341,PCA 4,.666666,4,36.750000,0,0,0,0
2327,4/11/2014,2014,4,Spring,Top Notch,,,,48.23927,-124.718399,PCA 4,.333333,0,,0,0,0,0
2328,4/11/2014,2014,4,Spring,Top Notch,,,,48.28411,-124.70018,PCA 4,.400000,0,,0,0,0,0
2329,4/11/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.29648,-124.7009353,PCA 4,.916666,2,38.500000,0,0,0,0
2329,4/11/2014,2014,4,Spring,Top Notch,,CHNA,CHINA ROCKFISH,48.29648,-124.7009353,PCA 4,.916666,1,34.000000,0,0,0,0
2329,4/11/2014,2014,4,Spring,Top Notch,,COPP,COPPER ROCKFISH,48.29648,-124.7009353,PCA 4,.916666,1,45.000000,0,0,0,0
2329,4/11/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.29648,-124.7009353,PCA 4,.916666,2,68.000000,0,0,0,0
2330,4/11/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.29777,-124.7155303,PCA 4,.500000,1,51.000000,0,0,0,0
2331,4/11/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.29737,-124.7015151,PCA 4,1.333333,2,37.500000,0,0,0,0
2331,4/11/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.29737,-124.7015151,PCA 4,1.333333,2,36.000000,0,0,1,0
2332,4/11/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.3067,-124.7015533,PCA 4,1.416666,3,40.333333,0,0,0,0
2332,4/11/2014,2014,4,Spring,Top Notch,,CBZN,CABEZON,48.3067,-124.7015533,PCA 4,1.416666,1,55.000000,0,0,0,0
2332,4/11/2014,2014,4,Spring,Top Notch,,CHNA,CHINA ROCKFISH,48.3067,-124.7015533,PCA 4,1.416666,3,35.666666,0,0,0,0
2332,4/11/2014,2014,4,Spring,Top Notch,,CNRY,CANARY ROCKFISH,48.3067,-124.7015533,PCA 4,1.416666,2,50.000000,0,0,0,0
2332,4/11/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.3067,-124.7015533,PCA 4,1.416666,3,53.000000,0,0,0,0
2333,4/11/2014,2014,4,Spring,Top Notch,,,,48.3065,-124.699501,PCA 4,.583333,0,,0,0,0,0
2334,4/13/2014,2014,4,Spring,Top Notch,,,,48.31578,-124.7256469,PCA 4,.200000,0,,0,0,0,0
2335,4/13/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.19365,-124.8210144,PCA 4,.533333,1,36.000000,0,0,0,0
2336,4/13/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.1711,-124.7884368,PCA 4,2.250000,12,42.500000,0,0,0,0
2336,4/13/2014,2014,4,Spring,Top Notch,,BLUR,BLUE ROCKFISH,48.1711,-124.7884368,PCA 4,2.250000,1,32.000000,0,0,0,0
2336,4/13/2014,2014,4,Spring,Top Notch,,CHNA,CHINA ROCKFISH,48.1711,-124.7884368,PCA 4,2.250000,1,48.000000,0,0,0,0
2337,4/13/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.16858,-124.7873992,PCA 4,1.166666,3,42.666666,0,0,0,0
2338,4/13/2014,2014,4,Spring,Top Notch,,,,48.17513,-124.782936,PCA 4,.583333,0,,0,0,0,0
2339,4/13/2014,2014,4,Spring,Top Notch,,,,48.17247,-124.7859497,PCA 4,.333333,0,,0,0,0,0
2340,4/13/2014,2014,4,Spring,Top Notch,,,,48.17112,-124.7880325,PCA 4,.416666,0,,0,0,0,0
2341,4/13/2014,2014,4,Spring,Top Notch,,,,48.18457,-124.7882537,PCA 4,.500000,0,,0,0,0,0
2342,4/13/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.19438,-124.8206024,PCA 4,.916666,1,39.000000,0,0,0,0
2342,4/13/2014,2014,4,Spring,Top Notch,,CBZN,CABEZON,48.19438,-124.8206024,PCA 4,.916666,1,57.000000,0,0,0,0
2342,4/13/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.19438,-124.8206024,PCA 4,.916666,1,34.000000,0,0,0,0
2343,4/13/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.17012,-124.789566,PCA 4,1.000000,6,44.833333,0,0,0,0
2343,4/13/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.17012,-124.789566,PCA 4,1.000000,1,37.000000,0,0,0,0
2344,4/13/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.17057,-124.788948,PCA 4,3.916666,10,45.000000,0,0,0,0
2344,4/13/2014,2014,4,Spring,Top Notch,,BLUR,BLUE ROCKFISH,48.17057,-124.788948,PCA 4,3.916666,3,39.000000,0,0,1,0
2344,4/13/2014,2014,4,Spring,Top Notch,,CHNA,CHINA ROCKFISH,48.17057,-124.788948,PCA 4,3.916666,4,34.500000,0,0,0,0
2344,4/13/2014,2014,4,Spring,Top Notch,,CNRY,CANARY ROCKFISH,48.17057,-124.788948,PCA 4,3.916666,4,36.000000,0,0,0,0
2344,4/13/2014,2014,4,Spring,Top Notch,,QLBK,QUILLBACK ROCKFISH,48.17057,-124.788948,PCA 4,3.916666,1,39.000000,0,0,0,0
2345,4/13/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.17,-124.7893371,PCA 4,.416666,5,46.800000,0,0,0,0
2346,4/13/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.17058,-124.7890853,PCA 4,.750000,5,44.200000,0,0,0,0
2346,4/13/2014,2014,4,Spring,Top Notch,,YTRK,YELLOWTAIL ROCKFISH,48.17058,-124.7890853,PCA 4,.750000,1,26.000000,0,0,0,0
2347,4/13/2014,2014,4,Spring,Top Notch,,,,48.21452,-124.8154678,PCA 4,.733333,0,,0,0,0,0
2348,4/13/2014,2014,4,Spring,Top Notch,,,,48.27851,-124.8110504,PCA 4,.866666,0,,0,0,0,0
2349,4/13/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.31587,-124.7250976,PCA 4,1.066666,1,43.000000,0,0,0,0
2349,4/13/2014,2014,4,Spring,Top Notch,,CHNA,CHINA ROCKFISH,48.31587,-124.7250976,PCA 4,1.066666,1,30.000000,0,0,0,0
2349,4/13/2014,2014,4,Spring,Top Notch,,COPP,COPPER ROCKFISH,48.31587,-124.7250976,PCA 4,1.066666,1,40.000000,0,0,0,0
2349,4/13/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.31587,-124.7250976,PCA 4,1.066666,1,51.000000,0,0,0,0
2350,4/13/2014,2014,4,Spring,Top Notch,,CNRY,CANARY ROCKFISH,48.31268,-124.7250518,PCA 4,.666666,1,28.000000,0,0,0,0
2350,4/13/2014,2014,4,Spring,Top Notch,,COPP,COPPER ROCKFISH,48.31268,-124.7250518,PCA 4,.666666,1,44.000000,0,0,0,0
2350,4/13/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.31268,-124.7250518,PCA 4,.666666,2,52.000000,0,0,0,0
2351,4/13/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.31468,-124.7256011,PCA 4,.333333,1,41.000000,0,0,0,0
2351,4/13/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.31468,-124.7256011,PCA 4,.333333,1,38.000000,0,0,0,0
2352,4/13/2014,2014,4,Spring,Top Notch,,BLUR,BLUE ROCKFISH,48.31403,-124.7282333,PCA 4,.933333,1,39.000000,0,0,0,0
2352,4/13/2014,2014,4,Spring,Top Notch,,VRML,VERMILION ROCKFISH,48.31403,-124.7282333,PCA 4,.933333,1,44.000000,0,0,0,0
2353,4/6/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.39395,-124.6762313,PCA 4,1.466666,7,32.000000,0,0,0,0
2353,4/6/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.39395,-124.6762313,PCA 4,1.466666,1,45.000000,0,0,0,0
2353,4/6/2014,2014,4,Spring,Top Notch,,QLBK,QUILLBACK ROCKFISH,48.39395,-124.6762313,PCA 4,1.466666,1,26.000000,0,0,0,0
2353,4/6/2014,2014,4,Spring,Top Notch,,RSCL,RED IRISH LORD,48.39395,-124.6762313,PCA 4,1.466666,1,25.000000,0,0,0,0
2354,4/6/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.38993,-124.7027664,PCA 4,1.066666,12,34.833333,0,0,0,0
2354,4/6/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.38993,-124.7027664,PCA 4,1.066666,1,33.000000,0,0,0,0
2354,4/6/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.38993,-124.7027664,PCA 4,1.066666,4,56.000000,0,0,0,0
2355,4/6/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.38923,-124.7124481,PCA 4,.400000,1,41.000000,0,0,0,0
2356,4/6/2014,2014,4,Spring,Top Notch,,,,48.36497,-124.7250137,PCA 4,.200000,0,,0,0,0,0
2357,4/6/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.35735,-124.7169799,PCA 4,1.133333,1,32.000000,0,0,0,0
2357,4/6/2014,2014,4,Spring,Top Notch,,CHNA,CHINA ROCKFISH,48.35735,-124.7169799,PCA 4,1.133333,2,31.500000,0,0,0,0
2357,4/6/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.35735,-124.7169799,PCA 4,1.133333,4,35.500000,0,0,0,0
2357,4/6/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.35735,-124.7169799,PCA 4,1.133333,3,64.333333,0,0,0,0
2358,4/6/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.35122,-124.7113037,PCA 4,.933333,3,31.333333,0,0,0,0
2358,4/6/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.35122,-124.7113037,PCA 4,.933333,2,32.000000,0,0,0,0
2358,4/6/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.35122,-124.7113037,PCA 4,.933333,4,57.000000,0,0,0,0
2359,4/6/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.34308,-124.7109146,PCA 4,.733333,2,41.000000,0,0,0,0
2359,4/6/2014,2014,4,Spring,Top Notch,,CHNA,CHINA ROCKFISH,48.34308,-124.7109146,PCA 4,.733333,1,34.000000,0,0,0,0
2359,4/6/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.34308,-124.7109146,PCA 4,.733333,3,33.333333,0,0,1,0
2359,4/6/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.34308,-124.7109146,PCA 4,.733333,4,57.250000,0,0,0,0
2360,4/6/2014,2014,4,Spring,Top Notch,,,,48.33783,-124.712265,PCA 4,.333333,0,,0,0,0,0
2361,4/6/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.31873,-124.705101,PCA 4,1.666666,15,37.266666,0,0,0,0
2361,4/6/2014,2014,4,Spring,Top Notch,,CBZN,CABEZON,48.31873,-124.705101,PCA 4,1.666666,1,58.000000,0,0,0,0
2361,4/6/2014,2014,4,Spring,Top Notch,,CHNA,CHINA ROCKFISH,48.31873,-124.705101,PCA 4,1.666666,1,33.000000,0,0,0,0
2361,4/6/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.31873,-124.705101,PCA 4,1.666666,8,64.750000,0,0,0,0
2362,4/6/2014,2014,4,Spring,Top Notch,,CHNA,CHINA ROCKFISH,48.31788,-124.6962509,PCA 4,.533333,1,37.000000,0,0,0,0
2362,4/6/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.31788,-124.6962509,PCA 4,.533333,1,56.000000,0,0,0,0
2363,4/6/2014,2014,4,Spring,Top Notch,,,,48.32561,-124.6989517,PCA 4,.333333,0,,0,0,0,0
2364,4/6/2014,2014,4,Spring,Top Notch,,,,48.34563,-124.7197494,PCA 4,.200000,0,,0,0,0,0
2365,4/6/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.3571,-124.7165527,PCA 4,1.333333,1,42.000000,0,0,0,0
2365,4/6/2014,2014,4,Spring,Top Notch,,CBZN,CABEZON,48.3571,-124.7165527,PCA 4,1.333333,1,35.000000,0,0,0,0
2365,4/6/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.3571,-124.7165527,PCA 4,1.333333,1,36.000000,0,0,0,0
2365,4/6/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.3571,-124.7165527,PCA 4,1.333333,2,59.000000,0,0,0,0
2366,4/6/2014,2014,4,Spring,Top Notch,,,,48.36457,-124.726181,PCA 4,.200000,0,,0,0,0,0
2367,4/6/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.37268,-124.7340316,PCA 4,.866666,6,37.000000,0,0,0,0
2367,4/6/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.37268,-124.7340316,PCA 4,.866666,2,66.500000,0,0,0,0
2368,4/6/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.37468,-124.7328338,PCA 4,.866666,2,41.000000,0,0,0,0
2368,4/6/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.37468,-124.7328338,PCA 4,.866666,2,62.000000,0,0,0,0
2369,4/6/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.31833,-124.704132,PCA 4,.733333,3,35.000000,0,0,0,0
2369,4/6/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.31833,-124.704132,PCA 4,.733333,3,60.666666,0,0,0,0
2370,4/6/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.31797,-124.7008514,PCA 4,.800000,3,35.000000,0,0,0,0
2370,4/6/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.31797,-124.7008514,PCA 4,.800000,1,52.000000,0,0,0,0
2371,4/6/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.3185,-124.7044296,PCA 4,.333333,1,,0,0,0,0
2372,4/6/2014,2014,4,Spring,Top Notch,,CBZN,CABEZON,48.35707,-124.7167129,PCA 4,1.066666,1,53.000000,0,0,0,0
2372,4/6/2014,2014,4,Spring,Top Notch,,CHNA,CHINA ROCKFISH,48.35707,-124.7167129,PCA 4,1.066666,1,34.000000,0,0,0,0
2372,4/6/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.35707,-124.7167129,PCA 4,1.066666,1,36.000000,0,0,0,0
2373,4/6/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.35665,-124.715065,PCA 4,.800000,1,60.000000,0,0,0,0
2374,4/6/2014,2014,4,Spring,Top Notch,,,,48.39005,-124.7416839,PCA 4,.133333,0,,0,0,0,0
2375,4/6/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.3922,-124.7304687,PCA 4,1.066666,12,41.583333,0,0,1,0
2375,4/6/2014,2014,4,Spring,Top Notch,,CNRY,CANARY ROCKFISH,48.3922,-124.7304687,PCA 4,1.066666,1,34.000000,0,0,0,0
2375,4/6/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.3922,-124.7304687,PCA 4,1.066666,2,52.500000,0,0,0,0
2376,4/6/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.39445,-124.7329177,PCA 4,.333333,2,38.500000,0,0,0,0
2377,4/6/2014,2014,4,Spring,Top Notch,,BLCK,BLACK ROCKFISH,48.39277,-124.7307128,PCA 4,1.333333,2,41.500000,0,0,0,0
2377,4/6/2014,2014,4,Spring,Top Notch,,CHNA,CHINA ROCKFISH,48.39277,-124.7307128,PCA 4,1.333333,2,30.000000,0,0,0,0
2377,4/6/2014,2014,4,Spring,Top Notch,,KLPG,KELP GREENLING,48.39277,-124.7307128,PCA 4,1.333333,1,36.000000,0,0,0,0
2377,4/6/2014,2014,4,Spring,Top Notch,,LCOD,LINGCOD,48.39277,-124.7307128,PCA 4,1.333333,2,57.000000,0,0,0,0
